Vampirus,1,2,2,1,0,0,1,1,1,0,0,0,0,1,2,0,2,0,1,0,1,1,0,0,0,0,0
SnakeBat,2,2,2,1,1,0,0,2,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
Spikerous,2,2,2,0,0,0,0,1,1,0,0,1,0,0,3,0,2,0,1,1,1,0,0,0,1,1,1
GreatDrak,2,3,2,1,1,1,1,2,3,1,1,2,1,1,3,0,3,1,1,3,1,1,1,1,1,1,1
Crestpent,2,2,2,1,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,2,2,1,1,1,1
WingSnake,3,3,2,1,1,0,0,0,2,0,1,0,0,0,3,0,3,0,0,0,0,2,2,1,1,1,0
Coatol,2,2,2,1,1,1,1,2,2,1,1,1,1,1,3,1,3,1,1,1,1,2,2,1,1,1,2
Orochi,2,2,2,1,1,1,2,2,2,1,1,3,1,1,3,0,3,1,2,2,2,1,1,1,1,1,2
BattleRex,2,2,2,2,2,1,1,2,2,1,1,1,1,1,3,0,3,1,1,2,1,1,1,1,1,1,1
SkyDragon,0,0,0,2,2,1,1,2,2,1,1,1,1,1,3,0,3,1,1,2,1,2,2,2,2,2,1
Serpentia,2,2,2,1,1,0,2,2,2,1,1,2,1,1,3,0,2,0,1,1,1,1,1,1,2,2,2
Divinegon,2,3,3,2,2,2,2,2,3,2,2,3,2,2,3,1,3,2,2,3,2,2,2,2,2,2,1
Orligon,3,3,3,2,2,1,2,2,3,2,2,3,2,2,3,0,3,2,2,2,2,2,2,2,2,2,2
GigaDraco,0,0,0,0,0,0,2,2,1,1,1,1,1,1,3,1,2,0,3,2,2,1,1,2,2,2,1

Tonguella,0,0,0,0,0,0,1,1,1,1,1,1,3,3,1,1,0,0,0,0,0,2,2,2,2,2,1
Almiraj,1,1,1,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,2,2,2,2,2,1
CatFly,0,0,0,1,1,0,0,0,1,0,0,1,2,2,0,0,0,0,0,1,1,3,3,3,3,3,0
PillowRat,0,0,0,1,1,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,3,3,3,2,2,1
Saccer,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,0,0,0,1,1,1,2,2,2,3,3,1
GulpBeast,1,1,1,1,1,1,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,2,2,2,2,2,1
Skullroo,0,0,0,0,0,0,1,1,1,0,0,1,2,2,1,0,0,0,1,1,1,2,2,2,2,2,1
WindBeast,0,0,0,2,0,1,0,0,1,0,0,0,2,2,1,0,0,1,0,0,0,2,2,2,2,2,1
Beavern,0,0,0,1,0,2,0,0,0,0,0,0,2,2,1,0,0,1,0,0,0,2,2,2,2,2,2
AntBear,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,2,2,1
SuperTen,0,0,0,0,0,0,1,2,1,0,0,2,2,2,0,0,0,0,1,1,1,2,2,2,2,2,1
IronTurt,1,1,1,0,0,1,0,0,0,0,0,0,2,2,1,0,2,2,0,0,0,2,2,2,2,2,1
Mommonja,0,0,0,1,1,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,0,3,3,3,3,3,1
HammerMan,0,0,0,1,1,0,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,3,3,3,2,2,1
Grizzly,1,1,1,1,1,1,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,3,2,2,3,2,1
Yeti,1,1,1,1,1,2,0,0,1,0,0,0,2,2,1,0,0,3,0,0,0,2,2,2,2,2,1
ArrowDog,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,1,2,2,2,2,2,0
NoctoKing,0,0,0,0,0,0,0,0,1,1,1,0,2,2,0,0,0,0,0,0,1,2,2,2,2,2,0
BeastNite,0,0,0,1,0,0,0,2,1,0,0,0,2,2,1,0,0,1,0,0,0,2,2,2,2,2,0
MadGopher,1,1,0,0,0,1,0,0,2,0,0,0,2,2,2,0,1,1,0,0,0,2,2,2,2,2,1
FairyRat,1,1,1,0,0,1,0,1,0,0,0,1,2,2,1,0,1,1,0,0,0,2,2,2,2,2,1
Unicorn,0,0,0,0,0,0,1,2,2,1,1,2,3,3,1,1,0,2,0,1,1,3,2,2,3,2,2
Goategon,0,1,1,0,0,2,1,1,1,1,1,1,3,3,1,1,1,2,0,0,0,2,2,2,2,2,1
WildApe,0,0,0,1,1,0,0,0,1,0,0,0,2,2,1,0,0,0,0,0,0,3,3,3,3,3,1
Trumpeter,0,1,1,1,1,1,0,0,2,0,0,1,2,3,1,0,0,1,0,0,0,3,3,3,3,3,1
KingLeo,1,1,1,2,2,1,1,1,3,1,1,2,3,3,3,1,1,2,1,2,1,3,3,3,3,3,1
DarkHorn,1,1,0,0,0,1,1,2,3,1,3,1,3,3,3,1,1,1,0,2,1,3,3,3,3,3,1
MadCat,1,1,1,0,0,1,0,1,3,0,0,0,2,2,3,0,1,1,0,1,0,3,2,2,2,2,1
BigEye,1,1,1,1,1,1,0,1,3,0,2,0,2,2,3,0,0,0,0,1,0,2,2,2,2,2,1
Gorago,2,2,2,1,1,2,2,2,2,2,2,1,3,3,3,1,1,2,2,1,1,3,3,2,2,2,2
CatMage,0,0,0,0,0,0,1,0,2,1,2,2,1,1,0,0,0,0,0,2,3,0,3,0,0,0,0
Dumbira,0,0,1,0,0,2,2,1,3,0,0,1,2,2,1,0,1,2,1,1,1,3,1,2,2,2,1

Picky,0,0,0,2,2,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,2,2,2,2,0
Wyvern,1,1,1,2,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,2,2,2,0
BullBird,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,3,3,3,3,0
FloraJay,0,0,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,0
DuckKite,0,0,0,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,2,2,2,3,3,0
MadPecker,1,1,1,3,3,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,2,2,1
MadRaven,0,0,0,2,2,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,1,2,2,2,2,2,0
MistyWing,0,0,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,2,2,2,2,1
AquaHawk,0,0,0,2,2,2,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,2,2,2,2,2,2
Dracky,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0
KiteHawk,0,0,0,2,2,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,2,2,2,2,2,0
BigRoost,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0
StubBird,0,0,0,2,2,2,1,1,1,1,1,1,1,1,1,1,0,2,0,0,0,2,2,2,2,2,0
LandOwl,0,0,0,2,2,0,1,1,1,0,0,1,2,2,1,0,0,0,0,1,1,3,3,3,3,3,1
MadGoose,0,0,0,2,2,0,0,2,1,0,0,2,0,0,0,0,0,0,2,1,1,2,2,2,3,3,1
MadCondor,1,1,0,2,2,1,0,0,2,0,1,1,0,0,2,0,0,0,0,0,0,2,2,2,2,2,0
Emyu,0,0,0,3,2,0,1,0,1,2,2,1,0,1,0,0,0,0,0,0,0,2,2,2,2,2,0
Blizzardy,1,1,0,2,2,3,0,0,2,0,0,1,0,0,1,0,1,3,0,1,0,2,2,2,2,2,1
Phoenix,2,2,2,1,1,0,0,0,0,1,1,1,0,0,0,0,3,0,0,1,0,3,3,3,2,2,0
ZapBird,1,1,1,3,3,1,0,0,1,2,0,2,0,0,1,0,1,1,0,1,0,2,2,2,2,2,0
Garudian,1,1,1,2,2,1,3,0,3,0,2,0,0,0,1,1,1,1,2,3,3,3,2,2,2,2,0
WhipBird,1,1,1,2,2,1,1,1,2,0,0,1,0,0,2,0,1,1,0,2,0,2,2,2,2,2,0
FunkyBird,0,0,0,3,3,0,1,0,2,1,1,1,0,0,3,0,0,0,0,2,0,3,3,3,2,2,1
RainHawk,2,2,2,3,2,2,1,1,2,1,1,3,3,1,3,1,2,3,1,2,1,3,3,3,3,3,1
Azurile,2,2,2,3,3,2,1,1,2,2,2,3,2,2,2,2,3,3,3,1,1,3,3,3,3,3,2
Shantak,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,3,3,3,2
CragDevil,0,0,0,0,0,3,1,1,1,1,1,1,1,0,0,0,0,3,0,1,0,2,1,1,0,0,2

MadPlant,0,0,0,2,2,0,1,1,1,3,3,1,1,1,1,1,0,0,0,0,0,2,2,2,0,0,2
FireWeed,1,1,1,2,2,0,0,0,0,2,2,0,0,0,1,0,2,0,0,0,0,2,2,2,0,0,1
FloraMan,0,0,0,2,2,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,3,3,3,2,2,2
WingTree,0,0,0,3,3,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,3,3,3,2,2,1
CactiBall,0,0,0,2,2,0,0,1,0,2,2,1,0,0,0,0,0,0,1,1,1,2,2,2,1,1,2
Gulpple,1,1,1,2,2,1,0,0,1,2,2,0,0,0,1,0,0,0,0,0,0,2,2,2,0,0,2
ToadStool,0,0,0,2,2,0,1,1,1,2,2,1,0,0,1,0,0,0,1,1,1,2,2,2,0,0,2
AmberWeed,0,0,0,2,2,1,0,0,1,2,2,0,0,0,1,0,0,1,0,0,0,2,2,2,0,0,2
Slurperon,0,0,0,2,2,0,0,0,0,2,2,0,0,0,1,0,0,0,1,1,1,2,2,2,0,0,2
Stubsuck,0,0,0,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,2,3,2,2,2,0,0,2
Oniono,0,0,0,2,2,0,0,1,0,2,2,1,0,0,0,0,0,0,1,1,1,2,2,2,1,1,2
DanceVegi,1,1,0,2,2,1,0,0,2,3,2,1,0,0,1,0,1,1,0,1,1,2,3,3,0,0,2
TreeBoy,1,1,1,3,3,1,0,1,2,2,2,1,0,0,2,0,0,0,0,0,0,2,2,2,0,0,2
Devipine,1,1,1,2,2,0,0,0,0,2,2,0,0,0,1,0,1,0,1,0,0,2,2,2,0,0,2
FaceTree,0,0,0,2,2,0,1,2,2,2,2,1,0,0,3,0,0,0,1,2,2,2,2,2,0,0,2
HerbMan,0,0,0,3,3,0,0,0,2,2,2,0,0,0,3,0,0,0,0,2,0,3,3,3,1,1,2
BeanMan,0,0,0,2,2,0,0,0,1,2,2,0,1,1,1,0,0,0,0,0,0,3,3,3,2,2,1
EvilSeed,1,1,1,3,3,1,0,0,1,2,2,1,0,0,2,0,0,0,0,0,0,2,2,2,0,0,2
ManEater,1,1,1,2,2,1,0,0,1,3,3,1,0,0,2,0,0,0,0,0,0,3,3,3,0,0,1
Snapper,1,1,1,2,2,1,0,0,2,3,3,1,0,0,3,0,0,0,0,0,0,3,3,3,0,0,1
GhosTree,0,0,0,2,2,0,1,1,1,2,2,1,0,0,2,0,0,0,1,1,1,2,2,2,0,0,1
Rosevine,1,1,1,3,3,1,1,1,2,3,3,1,1,1,3,1,1,1,1,2,1,3,3,3,1,1,3
Egdracil,1,1,1,3,3,1,2,2,3,3,3,1,1,1,3,1,1,1,2,1,1,3,3,3,1,1,3
Warubou,2,2,2,3,3,3,1,1,3,3,3,1,1,1,3,2,2,2,2,2,2,2,2,2,2,1,2
Watabou,2,2,2,3,3,3,1,3,3,3,3,3,1,1,3,1,2,3,3,3,3,3,3,3,1,1,2
Eggplaton,0,0,0,0,0,0,1,1,1,3,3,1,1,1,1,0,0,0,1,1,2,0,0,0,0,1,2
FooHero,0,0,0,0,0,0,0,1,2,3,3,2,2,1,2,0,1,1,1,2,0,1,3,0,1,1,2

GiantSlug,0,0,0,0,0,0,1,3,1,1,1,3,1,1,1,1,0,0,2,2,2,0,0,0,2,2,0
Catapila,1,1,1,0,0,1,0,2,0,0,0,2,0,0,1,0,1,1,2,2,2,0,0,0,2,2,1
Gophecada,0,0,0,0,0,0,0,2,0,0,0,2,1,1,0,0,0,0,2,2,2,2,2,2,3,3,0
Butterfly,0,0,0,1,1,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,2,1,1,1,3,3,0
WeedBug,0,0,0,1,1,0,0,2,0,1,1,2,0,0,0,0,0,0,2,2,2,1,1,1,2,2,1
GiantWorm,1,1,1,1,1,1,0,2,1,0,0,2,0,0,1,0,0,0,2,2,2,0,0,0,2,2,1
Lipsy,0,0,0,0,0,0,1,3,1,0,0,3,0,0,1,0,0,0,3,3,3,0,0,0,2,2,1
StagBug,1,1,0,0,0,1,0,2,1,0,0,2,0,0,1,0,1,1,2,2,2,0,0,0,2,2,1
Pyuro,0,0,0,0,0,0,1,2,1,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,2,2,2
ArmyAnt,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,2,2,0
GoHopper,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,2,2,0,0,0,2,2,0
TailEater,0,0,0,1,1,0,0,2,0,1,1,2,0,0,0,0,0,0,2,2,2,1,2,2,2,2,1
ArmorPede,1,1,1,1,1,1,0,2,0,0,0,2,0,0,0,0,1,1,2,2,2,1,1,1,3,3,0
Eyeder,0,0,0,1,1,0,0,2,1,1,1,2,0,0,1,0,0,0,2,2,2,1,1,1,2,2,1
GiantMoth,0,0,0,0,0,0,0,3,1,0,0,2,1,1,1,0,0,0,3,2,2,1,1,1,3,3,0
Droll,0,0,0,0,0,0,1,3,1,1,0,3,0,0,1,0,0,0,3,3,3,1,1,1,2,2,1
ArmyCrab,0,0,0,0,0,0,1,3,1,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,3,3,1
MadHornet,1,1,1,0,0,1,0,2,0,0,0,2,1,1,0,0,1,1,2,2,2,1,1,1,3,3,0
Belzebub,0,0,0,0,0,0,0,2,3,0,0,3,0,0,1,1,0,0,2,2,2,1,1,1,2,2,0
WarMantis,1,0,0,1,0,1,1,2,3,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1
HornBeet,2,2,2,0,0,2,0,2,1,0,0,2,0,0,1,0,2,2,2,3,2,0,0,0,2,2,2
Sickler,0,0,1,1,0,1,1,2,2,1,1,2,1,1,1,1,0,0,2,2,2,1,1,1,2,2,1
Armorpion,1,2,2,1,0,2,1,3,2,1,1,3,1,1,3,1,2,2,3,3,3,1,1,1,3,3,1
Digster,1,1,1,0,0,1,1,2,2,0,0,2,0,0,3,0,1,1,2,2,2,0,0,0,2,2,3
Skularach,3,3,3,2,1,3,1,3,2,1,1,1,1,1,2,1,3,3,2,2,2,2,2,2,3,3,1
MultiEyes,0,1,0,0,0,0,3,3,1,2,2,2,1,1,0,0,0,0,1,2,2,0,0,0,0,0,0

Pixy,2,2,1,1,1,2,1,1,3,2,2,2,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0
MedusaEye,2,2,2,1,1,1,0,1,2,0,0,1,0,0,2,0,0,0,2,2,2,1,1,0,1,1,1
AgDevil,1,1,2,2,2,2,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,2,1,1,2,1,1
Demonite,1,1,1,3,3,2,0,0,2,0,0,2,0,0,2,0,0,0,0,1,1,1,2,2,2,1,0
DarkEye,2,2,1,3,3,1,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,2,2,1,0,0,1
EyeBall,2,2,2,2,2,2,0,1,2,0,0,1,0,0,2,0,0,0,1,1,1,0,0,0,1,1,1
SkulRider,2,2,2,1,1,2,1,1,3,0,0,1,0,0,3,0,0,0,2,2,1,0,0,0,0,0,0
EvilBeast,2,2,1,2,2,3,0,0,3,1,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1

Bubblemon,1,1,1,1,1,3,0,0,3,0,0,0,0,0,3,0,0,3,0,0,1,0,0,2,0,0,2
1EyeClown,1,1,1,2,2,2,0,0,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
Gremlin,2,2,2,1,1,1,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1
ArcDemon,2,3,2,2,2,2,0,0,3,0,1,0,0,0,3,0,1,0,0,2,1,0,0,0,0,1,1
Lionex,1,3,2,2,2,2,2,2,3,1,1,1,0,0,3,0,2,2,1,0,2,2,0,0,0,0,0
GoatHorn,2,2,2,2,2,2,0,0,3,0,1,1,2,2,3,0,0,0,0,0,0,2,2,2,2,2,0
Orc,1,1,1,3,3,2,0,0,2,1,1,0,1,1,2,0,0,0,0,0,0,2,2,2,0,0,0
Ogre,1,1,2,2,2,2,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,2,2,2,2,1,0
GateGuard,2,2,2,3,3,2,1,1,3,0,0,0,0,0,3,0,0,0,0,0,0,1,2,2,2,1,1
ChopClown,2,2,2,2,2,3,1,0,3,1,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1
BossTroll,1,1,1,1,1,1,0,0,3,0,0,0,0,0,3,0,1,1,0,2,0,1,0,0,0,1,0
Grendal,2,2,2,2,2,1,1,1,3,1,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1
Akubar,2,2,3,2,2,2,1,2,3,1,3,2,1,1,3,0,2,1,0,2,0,1,0,0,0,0,1
MadKnight,1,1,1,1,1,2,2,2,3,0,1,1,1,1,3,0,1,1,2,2,2,1,0,0,0,0,1
EvilWell,1,1,1,1,1,1,1,1,3,0,0,1,1,1,3,1,1,1,1,1,1,0,1,1,0,0,3
Gigantes,1,1,1,1,1,1,0,1,3,0,0,0,2,2,3,0,0,0,0,2,0,2,1,1,1,1,0
Centasaur,0,0,0,0,0,2,1,0,2,0,1,1,1,1,3,0,0,1,1,2,1,2,0,0,0,0,1
EvilArmor,0,2,0,2,0,0,0,1,3,0,0,1,0,0,2,0,0,0,1,2,1,0,0,0,1,1,1
Jamirus,2,2,2,3,3,1,1,1,3,1,1,1,1,1,3,0,0,0,0,2,0,1,1,1,1,1,1
Durran,2,2,3,2,1,3,2,2,3,1,2,2,1,1,3,1,1,1,3,3,2,2,0,0,0,0,2
Titanis,2,2,2,2,2,2,1,1,3,1,1,2,1,1,3,1,2,2,2,2,2,0,0,0,0,1,2
LampGenie,1,1,1,1,0,0,1,1,3,1,1,1,1,1,3,0,1,1,1,2,1,0,0,0,1,0,2

Spooky,0,0,0,0,0,0,3,3,3,1,1,3,1,1,3,1,0,0,2,2,2,0,0,0,0,0,0
Skullgon,1,1,1,0,0,2,2,2,2,0,0,2,0,0,3,0,0,2,2,2,2,0,0,0,0,0,1
PutrePup,0,0,0,0,0,0,2,2,2,0,0,2,1,1,2,0,0,0,2,2,2,1,1,1,1,1,0
RotRaven,0,0,0,1,1,0,2,2,2,0,0,2,0,0,2,0,0,0,2,2,2,1,1,1,1,1,0
Mummy,0,0,0,1,1,0,2,2,2,1,1,2,0,0,2,0,0,0,2,2,3,1,1,1,0,0,0
DarkCrab,0,0,0,0,0,0,2,3,2,0,0,3,0,0,2,0,0,0,3,3,3,0,0,0,1,1,0
DeadNite,1,1,1,1,1,1,2,2,3,0,0,2,0,0,3,0,0,0,2,2,2,0,0,0,0,0,1
Shadow,0,0,0,0,0,1,2,2,3,0,0,3,0,0,3,0,0,1,2,3,2,0,0,0,0,0,1
Skulpent,1,1,1,1,0,1,2,2,2,0,0,2,0,0,2,0,1,1,1,1,1,1,1,0,0,0,1
Hork,0,0,0,0,0,0,2,2,2,0,0,2,0,0,2,0,0,0,2,2,2,0,0,0,0,0,0
Mudron,0,0,0,0,0,0,2,3,2,0,0,3,1,1,2,0,0,0,3,3,3,0,0,0,1,1,2
NiteWhip,0,0,0,2,1,1,2,2,2,0,0,2,0,0,2,0,0,0,2,2,2,1,1,1,1,1,1
WindMerge,0,0,0,3,1,0,2,2,2,0,0,2,1,1,2,0,0,0,2,2,2,1,1,1,1,1,0
Reaper,0,0,0,1,1,0,2,3,2,1,1,3,0,0,2,0,0,1,3,3,3,1,1,0,1,1,1
Inverzon,0,0,0,1,0,1,2,2,2,0,0,2,0,0,2,0,0,1,2,2,2,0,0,0,0,0,1
FoxFire,2,2,0,1,0,0,2,2,2,0,0,2,0,0,2,0,2,0,2,2,2,1,1,0,0,0,0
CaptDead,1,1,1,2,1,2,2,2,2,0,0,2,0,0,2,0,0,0,2,2,2,0,0,0,0,0,3
DeadNoble,0,1,1,1,0,2,2,2,3,1,1,2,0,0,3,0,0,2,2,3,2,3,0,0,0,0,0
WhiteKing,1,1,2,3,1,3,2,2,3,1,1,3,1,1,3,1,1,2,3,3,3,1,1,1,1,1,1
BoneSlave,0,0,0,1,0,1,2,2,2,1,1,2,0,0,2,0,0,0,2,2,2,0,0,0,0,0,1
Skeletor,0,0,1,2,0,2,2,2,3,1,1,2,0,0,3,0,0,1,2,2,2,0,0,0,0,0,1
Servant,1,1,3,2,1,2,2,2,3,1,1,3,1,1,3,1,1,2,3,3,3,1,1,1,1,1,1
Lazamanus,2,2,2,2,1,2,2,2,3,1,1,3,1,1,3,0,2,2,1,1,1,1,1,1,1,2,1
Copycat,0,0,0,0,0,0,2,2,3,0,0,2,0,0,2,0,0,0,2,3,2,1,0,0,0,0,1
MadSpirit,0,0,0,1,1,1,2,2,3,1,1,3,0,0,3,0,0,0,2,2,2,1,1,1,0,0,1
PomPomBom,0,0,2,1,1,0,3,3,3,0,1,2,0,0,2,0,0,1,1,1,3,1,0,0,0,0,0
Niterich,0,0,0,2,2,3,3,3,3,1,1,2,1,1,3,1,0,3,1,3,3,1,0,1,1,2,2

JewelBag,0,0,0,0,0,2,1,1,3,1,1,1,1,1,3,1,0,2,0,0,0,0,0,0,0,0,1
EvilWand,1,1,1,0,0,2,0,0,3,0,0,2,0,0,3,0,1,2,0,0,3,1,1,1,0,0,1
MadCandle,0,0,0,0,0,0,0,0,2,0,0,0,1,1,2,0,2,0,0,0,0,1,1,1,1,1,0
CoilBird,0,0,0,1,1,2,2,0,2,0,0,0,0,0,2,0,0,2,0,0,0,1,1,1,1,1,1
Facer,0,0,0,1,1,2,0,0,2,1,1,0,0,0,2,0,0,2,0,0,0,1,1,1,0,0,1
SpikyBoy,0,0,0,0,0,2,0,1,2,0,0,1,0,0,2,0,0,2,1,1,1,0,0,0,1,1,1
MadMirror,1,1,1,1,1,2,0,0,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,2
